TERMINAL_ID,MERCHANT_ID,ACCOUNT_NUMBER,DEST_ACCOUNT_NUMBER,TIMESTAMP_DB,AMOUNT,STAN,PROCESSING_CODE,RESPONSE_CODE,MTI
T1023,M2001,ACCT100075,DST300163,2026-01-12 05:20:00,237713,103381,400000,0,200
T1023,M2017,ACCT100075,DST300180,2026-01-12 05:27:00,239672,100445,10000,68,200
T1023,M2005,ACCT100075,DST300022,2026-01-12 06:43:00,274652,104025,10000,0,200
T1023,M2001,ACCT100075,DST300092,2026-01-12 07:47:00,244305,103396,10000,0,200
T1023,M2013,ACCT100075,DST300171,2026-01-12 08:19:00,268320,100595,400000,0,200
T1023,M2003,ACCT100075,DST300081,2026-01-12 09:23:00,241961,100740,10000,0,200
T1023,M2017,ACCT100075,DST300161,2026-01-12 10:24:00,242577,104135,10000,0,200
T1023,M2016,ACCT100075,DST300086,2026-01-12 10:48:00,1269206,104288,10000,0,200
T1023,M2011,ACCT100075,DST300179,2026-01-12 11:25:00,214994,103434,400000,0,200
T1023,M2011,ACCT100075,DST300171,2026-01-12 12:18:00,206290,104772,10000,0,200
T1023,M2016,ACCT100075,DST300003,2026-01-12 13:07:00,244118,101176,400000,0,200
T1023,M2002,ACCT100075,DST300011,2026-01-12 13:56:00,237919,101778,400000,0,200
T1023,M2000,ACCT100075,DST300073,2026-01-12 14:07:00,224227,102475,400000,0,200
T1023,M2017,ACCT100075,DST300098,2026-01-12 15:57:00,232561,104822,10000,0,200
T1023,M2000,ACCT100075,DST300035,2026-01-12 16:00:00,257278,102683,10000,0,200
T1023,M2016,ACCT100075,DST300077,2026-01-12 18:46:00,260868,102772,400000,68,200
T1020,M2002,ACCT100076,DST300158,2026-01-18 23:55:00,68921,100467,400000,0,200
T1020,M2008,ACCT100076,DST300177,2026-01-19 02:25:00,117252,100886,400000,0,200
T1020,M2018,ACCT100076,DST300089,2026-01-19 05:37:00,85256,101418,10000,0,200
T1020,M2000,ACCT100076,DST300019,2026-01-19 08:39:00,95277,102074,10000,0,200
T1020,M2014,ACCT100076,DST300158,2026-01-19 10:23:00,74229,102233,10000,0,200
T1020,M2017,ACCT100076,DST300181,2026-01-19 10:49:00,73012,102439,400000,0,200
T1020,M2008,ACCT100076,DST300165,2026-01-19 12:22:00,77895,102551,10000,51,200
T1020,M2012,ACCT100076,DST300022,2026-01-19 15:43:00,106554,102592,10000,0,200
T1020,M2010,ACCT100076,DST300076,2026-01-19 15:48:00,73355,102714,10000,0,200
T1020,M2001,ACCT100076,DST300181,2026-01-19 15:50:00,69077,102774,10000,0,200
T1020,M2015,ACCT100076,DST300163,2026-01-19 18:27:00,70798,102870,400000,0,200
T1020,M2009,ACCT100076,DST300143,2026-01-19 19:43:00,114806,103262,10000,0,200
T1020,M2004,ACCT100076,DST300196,2026-01-19 22:54:00,70298,103584,10000,0,200
T1020,M2012,ACCT100076,DST300032,2026-01-19 22:55:00,66336,103631,400000,51,200
T1020,M2017,ACCT100076,DST300140,2026-01-19 23:53:00,36415,103734,400000,0,200
T1020,M2000,ACCT100076,DST300135,2026-01-19 23:55:00,53944,103742,10000,0,200
T1020,M2015,ACCT100076,DST300055,2026-01-20 00:43:00,122503,104133,10000,0,200
T1020,M2016,ACCT100076,DST300088,2026-01-20 04:03:00,89655,104230,400000,0,200
T1020,M2004,ACCT100076,DST300181,2026-01-20 05:00:00,72286,104792,400000,0,200
T1000,M2007,ACCT100077,DST300112,2026-01-05 17:43:00,76119,100629,10000,0,200
T1000,M2018,ACCT100077,DST300086,2026-01-05 19:02:00,60939,100932,10000,0,200
T1000,M2014,ACCT100077,DST300191,2026-01-05 22:35:00,120536,100942,400000,0,200
T1000,M2006,ACCT100077,DST300101,2026-01-05 23:48:00,84990,101148,400000,0,200
T1000,M2008,ACCT100077,DST300002,2026-01-06 00:49:00,130146,101453,10000,0,200
T1000,M2007,ACCT100077,DST300035,2026-01-06 02:39:00,75715,101508,10000,0,200
T1000,M2003,ACCT100077,DST300019,2026-01-06 05:06:00,61992,102009,400000,0,200
T1000,M2019,ACCT100077,DST300144,2026-01-06 07:49:00,37273,102124,400000,0,200
T1000,M2015,ACCT100077,DST300124,2026-01-06 10:06:00,57227,102208,400000,0,200
T1000,M2001,ACCT100077,DST300013,2026-01-06 11:30:00,79453,102472,10000,0,200
T1000,M2014,ACCT100077,DST300084,2026-01-06 13:53:00,20000,102550,10000,0,200
T1000,M2008,ACCT100077,DST300057,2026-01-06 16:27:00,81818,102631,400000,0,200
T1000,M2015,ACCT100077,DST300002,2026-01-06 19:51:00,77225,102899,10000,0,200
T1000,M2014,ACCT100077,DST300008,2026-01-06 23:15:00,89942,103655,10000,0,200
T1000,M2015,ACCT100077,DST300095,2026-01-07 03:04:00,104684,103664,400000,0,200
T1000,M2004,ACCT100077,DST300061,2026-01-07 06:29:00,104291,103932,10000,0,200
T1000,M2003,ACCT100077,DST300001,2026-01-07 09:53:00,96931,104321,10000,0,200
T1000,M2000,ACCT100077,DST300134,2026-01-07 10:22:00,90430,104404,400000,0,200
T1000,M2011,ACCT100077,DST300056,2026-01-07 11:05:00,56100,104866,10000,0,200
T1000,M2015,ACCT100078,DST300008,2026-01-02 01:55:00,196386,101695,10000,0,200
T1000,M2012,ACCT100078,DST300068,2026-01-02 05:04:00,210913,101805,10000,0,200
T1000,M2005,ACCT100078,DST300079,2026-01-02 05:33:00,189867,102077,400000,0,200
T1000,M2018,ACCT100078,DST300112,2026-01-02 05:52:00,209114,102860,400000,68,200
T1000,M2005,ACCT100078,DST300071,2026-01-02 07:47:00,215298,100365,400000,0,200
T1000,M2011,ACCT100078,DST300156,2026-01-02 08:30:00,208644,103011,10000,0,200
T1000,M2001,ACCT100078,DST300194,2026-01-02 08:31:00,223916,103736,300000,55,200
T1000,M2001,ACCT100078,DST300108,2026-01-02 08:32:00,206318,103737,300000,55,200
T1000,M2008,ACCT100078,DST300005,2026-01-02 08:33:00,196853,103738,300000,55,200
T1000,M2009,ACCT100078,DST300057,2026-01-02 10:02:00,223351,100548,400000,0,200
T1000,M2019,ACCT100078,DST300031,2026-01-02 11:32:00,208237,103800,10000,0,200
T1000,M2006,ACCT100078,DST300079,2026-01-02 13:42:00,204180,100733,400000,0,200
T1000,M2004,ACCT100078,DST300142,2026-01-02 15:56:00,209197,100783,10000,0,200
T1000,M2016,ACCT100078,DST300129,2026-01-02 16:57:00,198977,100848,10000,0,200
T1000,M2002,ACCT100078,DST300017,2026-01-02 19:43:00,187408,100983,400000,0,200
T1000,M2009,ACCT100078,DST300063,2026-01-02 21:38:00,232441,101539,10000,0,200
T1000,M2015,ACCT100078,DST300100,2026-01-02 22:23:00,233777,101650,10000,0,200
T1000,M2017,ACCT100078,DST300061,2026-01-02 22:50:00,201535,101680,10000,0,200
T1003,M2013,ACCT100079,DST300181,2026-01-17 01:56:00,161878,100128,10000,0,200
T1003,M2013,ACCT100079,DST300125,2026-01-17 03:43:00,182343,101459,10000,0,200
T1003,M2011,ACCT100079,DST300010,2026-01-17 03:46:00,204615,100318,400000,51,200
T1003,M2009,ACCT100079,DST300089,2026-01-17 04:01:00,169896,100403,10000,0,200
T1003,M2007,ACCT100079,DST300083,2026-01-17 07:29:00,182769,101486,400000,68,200
T1003,M2019,ACCT100079,DST300104,2026-01-17 07:37:00,159894,101072,10000,0,200
T1003,M2008,ACCT100079,DST300060,2026-01-17 07:54:00,187078,102388,400000,0,200
T1003,M2008,ACCT100079,DST300130,2026-01-17 09:11:00,188561,102545,10000,0,200
T1003,M2014,ACCT100079,DST300025,2026-01-17 09:23:00,188858,100008,10000,0,200
T1003,M2015,ACCT100079,DST300007,2026-01-17 09:40:00,203858,101257,400000,0,200
T1003,M2013,ACCT100079,DST300009,2026-01-17 10:58:00,205027,102809,400000,0,200
T1003,M2003,ACCT100079,DST300079,2026-01-17 12:38:00,137095,102905,400000,0,200
T1003,M2007,ACCT100079,DST300042,2026-01-17 15:47:00,175305,102977,10000,51,200
T1003,M2012,ACCT100079,DST300089,2026-01-17 17:46:00,200802,103000,400000,0,200
T1003,M2010,ACCT100079,DST300157,2026-01-17 21:02:00,171503,103273,400000,0,200
T1003,M2007,ACCT100079,DST300066,2026-01-17 22:32:00,164064,103660,10000,68,200
T1003,M2004,ACCT100079,DST300154,2026-01-18 00:31:00,194754,103775,10000,0,200
T1003,M2001,ACCT100079,DST300199,2026-01-18 01:57:00,157956,104719,10000,0,200
T1009,M2014,ACCT100080,DST300136,2026-01-07 11:05:00,300854,100179,400000,0,200
T1009,M2006,ACCT100080,DST300104,2026-01-07 14:32:00,265578,100398,10000,0,200
T1009,M2001,ACCT100080,DST300154,2026-01-07 16:08:00,310330,100505,400000,0,200
T1009,M2005,ACCT100080,DST300003,2026-01-07 19:14:00,290138,100515,400000,0,200
T1009,M2000,ACCT100080,DST300064,2026-01-07 21:10:00,313272,101028,400000,0,200
T1009,M2017,ACCT100080,DST300153,2026-01-07 23:02:00,334218,101371,10000,0,200
T1009,M2008,ACCT100080,DST300033,2026-01-08 01:37:00,329334,101710,10000,0,200
T1009,M2015,ACCT100080,DST300194,2026-01-08 03:50:00,277329,103547,10000,0,200
T1009,M2004,ACCT100080,DST300069,2026-01-08 04:57:00,294091,103632,10000,0,200
T1009,M2017,ACCT100080,DST300010,2026-01-08 07:43:00,316985,103928,400000,0,200
T1009,M2001,ACCT100080,DST300029,2026-01-08 07:46:00,286615,104007,10000,0,200
T1009,M2007,ACCT100080,DST300066,2026-01-08 09:46:00,288611,104340,10000,0,200
T1009,M2013,ACCT100080,DST300091,2026-01-08 13:41:00,334499,104636,400000,0,200
T1009,M2008,ACCT100080,DST300004,2026-01-08 15:29:00,260239,104903,10000,0,200
T1000,M2004,ACCT100081,DST300153,2026-01-01 01:47:00,170413,100561,400000,51,200
T1000,M2017,ACCT100081,DST300111,2026-01-01 05:12:00,183826,100818,10000,0,200
T1000,M2005,ACCT100081,DST300034,2026-01-01 05:39:00,146181,100833,400000,0,200
T1000,M2002,ACCT100081,DST300129,2026-01-01 08:26:00,158515,101468,400000,0,200
T1000,M2006,ACCT100081,DST300152,2026-01-01 09:54:00,177934,101786,10000,0,200
T1000,M2015,ACCT100081,DST300062,2026-01-01 12:37:00,172745,102069,400000,0,200
T1000,M2016,ACCT100081,DST300049,2026-01-01 12:57:00,135537,102120,10000,0,200
T1000,M2013,ACCT100081,DST300093,2026-01-01 14:29:00,767321,100286,10000,0,200
T1000,M2003,ACCT100081,DST300156,2026-01-01 15:39:00,205143,102638,10000,0,200
T1000,M2016,ACCT100081,DST300187,2026-01-01 16:04:00,157311,102705,10000,0,200
T1000,M2007,ACCT100081,DST300041,2026-01-01 16:17:00,113751,100356,10000,68,200
T1000,M2000,ACCT100081,DST300042,2026-01-01 18:30:00,158362,103182,400000,0,200
T1000,M2008,ACCT100081,DST300127,2026-01-01 19:48:00,144303,103242,400000,0,200
T1000,M2013,ACCT100081,DST300035,2026-01-01 20:07:00,151098,103426,10000,0,200
T1000,M2008,ACCT100081,DST300179,2026-01-01 20:54:00,132078,103437,10000,0,200
T1000,M2012,ACCT100081,DST300073,2026-01-01 23:56:00,150691,104129,400000,0,200
T1000,M2012,ACCT100081,DST300069,2026-01-02 01:24:00,162426,104281,10000,0,200
T1000,M2015,ACCT100081,DST300039,2026-01-02 03:34:00,206657,104317,400000,0,200
T1000,M2010,ACCT100081,DST300185,2026-01-02 03:40:00,1259409,104552,10000,0,200
T1000,M2005,ACCT100081,DST300045,2026-01-02 06:32:00,201403,104790,400000,0,200
T1000,M2019,ACCT100081,DST300074,2026-01-02 09:59:00,161116,104845,400000,0,200
T1015,M2011,ACCT100082,DST300148,2026-01-14 03:39:00,226155,100563,400000,0,200
T1015,M2003,ACCT100082,DST300024,2026-01-14 05:43:00,231878,101884,10000,51,200
T1015,M2009,ACCT100082,DST300057,2026-01-14 06:07:00,207666,101929,10000,0,200
T1015,M2012,ACCT100082,DST300054,2026-01-14 07:07:00,240151,102296,400000,0,200
T1015,M2006,ACCT100082,DST300085,2026-01-14 08:31:00,175614,102741,10000,0,200
T1015,M2002,ACCT100082,DST300072,2026-01-14 10:48:00,219621,103508,10000,0,200
T1015,M2009,ACCT100082,DST300044,2026-01-14 14:08:00,271228,103989,400000,0,200
T1015,M2011,ACCT100082,DST300075,2026-01-14 16:11:00,292763,104895,400000,0,200
T1015,M2008,ACCT100082,DST300014,2026-01-14 19:18:00,259566,104984,400000,0,200
T1012,M2017,ACCT100083,DST300106,2026-01-05 00:20:00,371307,100021,10000,0,200
T1012,M2008,ACCT100083,DST300091,2026-01-05 00:21:00,361994,100520,300000,55,200
T1012,M2019,ACCT100083,DST300125,2026-01-05 00:22:00,320345,100521,300000,55,200
T1012,M2006,ACCT100083,DST300066,2026-01-05 02:14:00,379719,100693,10000,0,200
T1012,M2015,ACCT100083,DST300166,2026-01-05 04:58:00,362992,100829,400000,0,200
T1012,M2006,ACCT100083,DST999999,2026-01-05 05:00:00,310052,100957,400000,0,200
T1012,M2006,ACCT100083,DST999999,2026-01-05 05:02:00,381074,100958,400000,0,200
T1012,M2008,ACCT100083,DST999999,2026-01-05 05:04:00,341875,100959,400000,0,200
T1012,M2018,ACCT100083,DST300176,2026-01-05 05:07:00,344662,101068,10000,0,200
T1012,M2010,ACCT100083,DST300111,2026-01-05 07:39:00,337040,102340,10000,0,200
T1012,M2012,ACCT100083,DST300193,2026-01-05 07:40:00,367054,102943,400000,0,200
T1012,M2004,ACCT100083,DST300087,2026-01-05 08:28:00,367526,103674,10000,0,200
T1012,M2000,ACCT100083,DST300032,2026-01-05 12:06:00,371716,104375,10000,0,200
T1012,M2001,ACCT100083,DST300001,2026-01-05 15:52:00,326299,104449,400000,0,200
T1007,M2008,ACCT100084,DST300102,2026-01-14 01:44:00,118725,100092,400000,0,200
T1006,M2006,ACCT100084,DST300117,2026-01-14 02:07:00,96799,104992,10000,0,200
T1006,M2003,ACCT100084,DST300062,2026-01-14 03:36:00,97571,100341,400000,0,200
T1007,M2005,ACCT100084,DST300140,2026-01-14 04:02:00,100133,100093,400000,0,200
T1006,M2012,ACCT100084,DST300125,2026-01-14 04:03:00,61261,100188,10000,0,200
T1006,M2003,ACCT100084,DST300153,2026-01-14 04:03:00,100490,100428,10000,0,200
T1006,M2011,ACCT100084,DST300052,2026-01-14 04:29:00,56726,100718,10000,0,200
T1006,M2009,ACCT100084,DST300102,2026-01-14 05:21:00,95036,102046,10000,0,200
T1006,M2004,ACCT100084,DST300170,2026-01-14 08:53:00,57900,102121,10000,0,200
T1006,M2016,ACCT100084,DST300003,2026-01-14 10:50:00,74623,102734,10000,0,200
T1006,M2018,ACCT100084,DST300102,2026-01-14 11:36:00,57575,103135,400000,0,200
T1006,M2018,ACCT100084,DST300172,2026-01-14 12:04:00,72087,104307,10000,0,200
T1006,M2004,ACCT100084,DST300018,2026-01-14 15:46:00,66913,104345,10000,0,200
T1006,M2008,ACCT100084,DST300115,2026-01-14 15:47:00,98732,104511,300000,55,200
T1006,M2000,ACCT100084,DST300074,2026-01-14 15:48:00,102252,104512,300000,55,200
T1006,M2017,ACCT100084,DST300173,2026-01-14 17:23:00,55469,104591,400000,0,200
T1006,M2011,ACCT100084,DST300074,2026-01-14 19:17:00,111199,104722,10000,51,200
T1006,M2008,ACCT100084,DST300198,2026-01-14 19:57:00,107786,104935,400000,68,200
T1015,M2015,ACCT100085,DST300059,2026-01-19 04:42:00,253474,102459,400000,0,200
T1015,M2001,ACCT100085,DST300185,2026-01-19 05:01:00,248180,103635,400000,0,200
T1015,M2000,ACCT100085,DST300141,2026-01-19 06:05:00,258240,103680,400000,0,200
T1015,M2017,ACCT100085,DST300071,2026-01-19 10:02:00,234321,104611,10000,0,200
T1015,M2000,ACCT100085,DST300015,2026-01-19 10:31:00,226714,104940,10000,0,200
T1015,M2012,ACCT100085,DST300100,2026-01-19 12:16:00,234584,100937,400000,0,200
T1015,M2015,ACCT100085,DST300150,2026-01-19 13:04:00,240212,101274,10000,0,200
T1015,M2017,ACCT100085,DST300181,2026-01-19 15:17:00,210175,101334,10000,0,200
T1015,M2009,ACCT100085,DST300139,2026-01-19 16:16:00,231925,101408,400000,0,200
T1015,M2008,ACCT100085,DST300197,2026-01-19 18:38:00,246083,101715,400000,0,200
T1015,M2001,ACCT100085,DST300100,2026-01-19 20:54:00,259915,102207,400000,51,200
T1016,M2002,ACCT100086,DST300166,2026-01-14 01:23:00,304263,100527,400000,0,200
T1016,M2007,ACCT100086,DST300088,2026-01-14 04:17:00,361451,100931,10000,0,200
T1016,M2011,ACCT100086,DST300179,2026-01-14 06:52:00,324105,100353,400000,0,200
T1016,M2005,ACCT100086,DST300104,2026-01-14 08:12:00,322278,101190,400000,0,200
T1016,M2010,ACCT100086,DST300056,2026-01-14 11:24:00,307347,101317,10000,0,200
T1016,M2017,ACCT100086,DST300106,2026-01-14 13:34:00,318181,101355,400000,51,200
T1016,M2016,ACCT100086,DST300135,2026-01-14 16:16:00,318995,101419,10000,0,200
T1016,M2018,ACCT100086,DST300072,2026-01-14 16:18:00,320711,101458,400000,0,200
T1016,M2003,ACCT100086,DST300133,2026-01-14 17:55:00,309493,101537,10000,0,200
T1016,M2006,ACCT100086,DST300133,2026-01-14 21:41:00,339308,102143,400000,0,200
T1016,M2005,ACCT100086,DST300104,2026-01-14 22:07:00,371656,102200,10000,0,200
T1016,M2010,ACCT100086,DST300142,2026-01-15 01:53:00,265117,102330,10000,0,200
T1016,M2008,ACCT100086,DST300022,2026-01-15 02:09:00,399887,103280,10000,0,200
T1016,M2017,ACCT100086,DST300031,2026-01-15 03:26:00,342328,102659,400000,0,200
T1016,M2007,ACCT100086,DST300145,2026-01-15 03:32:00,362881,104158,400000,0,200
T1016,M2000,ACCT100086,DST300035,2026-01-15 04:28:00,360186,103382,10000,0,200
T1016,M2006,ACCT100086,DST300163,2026-01-15 04:35:00,382593,103112,10000,0,200
T1016,M2010,ACCT100086,DST300052,2026-01-15 04:59:00,305699,104574,400000,0,200
T1016,M2017,ACCT100086,DST300170,2026-01-15 05:19:00,371291,104620,10000,0,200
T1016,M2011,ACCT100086,DST300099,2026-01-15 06:10:00,377830,103493,400000,0,200
T1016,M2002,ACCT100086,DST300098,2026-01-15 08:54:00,333887,104986,10000,51,200
T1016,M2000,ACCT100086,DST300168,2026-01-15 09:30:00,324473,103910,400000,0,200
T1016,M2005,ACCT100086,DST300125,2026-01-15 09:32:00,345626,103929,400000,0,200
T1016,M2003,ACCT100086,DST300126,2026-01-15 10:41:00,355707,104118,10000,0,200
T1015,M2000,ACCT100087,DST300081,2026-01-05 14:53:00,82010,100820,400000,0,200
T1015,M2007,ACCT100087,DST300040,2026-01-05 16:08:00,72816,100838,400000,0,200
T1015,M2001,ACCT100087,DST300131,2026-01-05 18:55:00,88894,100986,400000,0,200
T1015,M2007,ACCT100087,DST300165,2026-01-05 19:29:00,94154,101256,10000,0,200
T1015,M2003,ACCT100087,DST300029,2026-01-05 19:53:00,55253,101584,10000,0,200
T1015,M2007,ACCT100087,DST300185,2026-01-05 20:00:00,668718,101590,10000,0,200
T1015,M2012,ACCT100087,DST300123,2026-01-05 23:25:00,84039,102079,400000,0,200
T1015,M2011,ACCT100087,DST300039,2026-01-06 01:51:00,84739,102840,10000,0,200
T1015,M2016,ACCT100087,DST300085,2026-01-06 02:48:00,128652,102319,400000,0,200
T1015,M2016,ACCT100087,DST300078,2026-01-06 04:25:00,63977,104437,400000,0,200
T1015,M2012,ACCT100087,DST300125,2026-01-06 06:07:00,96002,104459,400000,0,200
T1015,M2018,ACCT100087,DST300111,2026-01-06 10:06:00,79727,104508,400000,0,200
T1019,M2012,ACCT100088,DST300109,2026-01-01 03:32:00,131612,100426,400000,0,200
T1019,M2018,ACCT100088,DST300038,2026-01-01 04:19:00,140263,100777,400000,0,200
T1019,M2006,ACCT100088,DST300083,2026-01-01 07:03:00,170555,101121,400000,0,200
T1019,M2004,ACCT100088,DST300188,2026-01-01 08:07:00,164346,102144,400000,0,200
T1019,M2003,ACCT100088,DST300044,2026-01-01 08:27:00,160130,103094,400000,51,200
T1019,M2001,ACCT100088,DST300008,2026-01-01 08:58:00,143238,103223,10000,0,200
T1019,M2007,ACCT100088,DST300003,2026-01-01 10:18:00,165254,103412,400000,0,200
T1019,M2007,ACCT100088,DST300079,2026-01-01 12:44:00,141265,103718,10000,0,200
T1019,M2019,ACCT100088,DST300044,2026-01-01 13:20:00,117636,104029,10000,0,200
T1029,M2007,ACCT100088,DST300083,2026-01-01 13:22:00,136256,104328,10000,0,200
T1029,M2002,ACCT100088,DST300094,2026-01-01 15:50:00,126380,104941,10000,0,200
T1019,M2007,ACCT100088,DST300172,2026-01-01 18:33:00,142651,100250,10000,0,200
T1019,M2001,ACCT100088,DST300092,2026-01-01 18:35:00,157813,100363,400000,0,200
T1024,M2008,ACCT100089,DST300067,2026-01-05 03:18:00,366619,100085,400000,0,200
T1024,M2006,ACCT100089,DST300044,2026-01-05 04:02:00,342624,100075,10000,68,200
T1024,M2017,ACCT100089,DST300111,2026-01-05 06:08:00,356355,100334,400000,0,200
T1024,M2015,ACCT100089,DST300144,2026-01-05 07:30:00,335163,100374,10000,0,200
T1024,M2017,ACCT100089,DST300189,2026-01-05 07:37:00,331229,100487,400000,0,200
T1024,M2008,ACCT100089,DST300002,2026-01-05 08:40:00,340801,100774,400000,0,200
T1024,M2015,ACCT100089,DST300010,2026-01-05 12:30:00,335878,100826,10000,0,200
T1024,M2004,ACCT100089,DST300109,2026-01-05 14:15:00,316655,100952,400000,0,200
T1024,M2008,ACCT100089,DST300187,2026-01-05 16:42:00,288375,101281,400000,0,200
T1024,M2008,ACCT100089,DST300198,2026-01-05 17:44:00,345320,101752,400000,0,200
T1024,M2013,ACCT100089,DST300070,2026-01-05 18:58:00,347575,102017,400000,0,200
T1024,M2004,ACCT100089,DST300177,2026-01-05 19:08:00,313460,102298,10000,0,200
T1024,M2002,ACCT100089,DST300193,2026-01-05 22:55:00,344903,102923,400000,0,200
T1024,M2018,ACCT100089,DST300020,2026-01-06 01:07:00,287428,104855,400000,0,200
T1018,M2012,ACCT100090,DST300093,2026-01-05 02:18:00,294404,100714,400000,0,200
T1018,M2016,ACCT100090,DST300110,2026-01-05 03:35:00,270681,100844,10000,0,200
T1018,M2012,ACCT100090,DST300002,2026-01-05 03:58:00,309719,103530,10000,0,200
T1018,M2010,ACCT100090,DST300061,2026-01-05 04:52:00,326964,104968,400000,68,200
T1018,M2005,ACCT100090,DST300142,2026-01-05 06:30:00,299104,104190,10000,0,200
T1018,M2018,ACCT100090,DST300054,2026-01-05 06:51:00,309442,101135,400000,0,200
T1018,M2007,ACCT100090,DST300133,2026-01-05 07:00:00,284448,104202,10000,0,200
T1018,M2019,ACCT100090,DST300197,2026-01-05 07:01:00,336044,104542,10000,0,200
T1018,M2009,ACCT100090,DST300053,2026-01-05 07:02:00,305015,101379,10000,0,200
T1018,M2003,ACCT100090,DST300169,2026-01-05 07:11:00,288201,101841,400000,0,200
T1018,M2011,ACCT100090,DST300158,2026-01-05 08:03:00,287382,102112,400000,0,200
T1018,M2019,ACCT100090,DST300009,2026-01-05 09:25:00,250275,102316,400000,0,200
T1018,M2017,ACCT100090,DST300122,2026-01-05 10:14:00,293321,102394,10000,0,200
T1018,M2017,ACCT100090,DST300051,2026-01-05 10:16:00,287888,102940,10000,0,200
T1018,M2018,ACCT100090,DST300168,2026-01-05 11:44:00,268757,100198,400000,0,200
T1009,M2013,ACCT100091,DST300067,2026-01-18 16:30:00,96782,100364,10000,0,200
T1009,M2001,ACCT100091,DST300120,2026-01-18 19:16:00,121348,100973,10000,0,200
T1009,M2012,ACCT100091,DST300106,2026-01-18 21:16:00,64518,101046,10000,0,200
T1009,M2019,ACCT100091,DST300085,2026-01-19 00:59:00,116588,101200,10000,0,200
T1009,M2011,ACCT100091,DST300174,2026-01-19 02:47:00,135829,101439,400000,51,200
T1009,M2000,ACCT100091,DST300061,2026-01-19 04:01:00,132347,101482,400000,0,200
T1009,M2018,ACCT100091,DST300110,2026-01-19 05:09:00,127306,101887,10000,0,200
T1009,M2002,ACCT100091,DST300164,2026-01-19 06:20:00,112794,102525,400000,0,200
T1009,M2007,ACCT100091,DST300044,2026-01-19 07:48:00,115899,102892,10000,0,200
T1009,M2002,ACCT100091,DST300021,2026-01-19 10:38:00,95095,104240,400000,0,200
T1009,M2012,ACCT100091,DST300113,2026-01-19 12:33:00,147672,104597,10000,0,200
T1009,M2004,ACCT100091,DST300002,2026-01-19 13:06:00,105647,104616,10000,0,200
T1014,M2012,ACCT100092,DST300157,2026-01-15 22:11:00,143624,100299,10000,0,200
T1014,M2011,ACCT100092,DST300185,2026-01-15 22:36:00,176266,101785,400000,0,200
T1014,M2004,ACCT100092,DST300009,2026-01-16 00:31:00,169441,102370,10000,0,200
T1014,M2006,ACCT100092,DST300152,2026-01-16 02:45:00,162775,104360,400000,0,200
T1014,M2002,ACCT100092,DST300198,2026-01-16 03:20:00,135010,104472,400000,0,200
T1014,M2018,ACCT100092,DST300078,2026-01-16 03:29:00,148944,102782,10000,0,200
T1014,M2003,ACCT100092,DST300123,2026-01-16 05:17:00,202120,104485,400000,0,200
T1014,M2012,ACCT100092,DST300116,2026-01-16 06:07:00,187286,103097,10000,0,200
T1014,M2011,ACCT100092,DST300173,2026-01-16 06:08:00,187928,103126,300000,55,200
T1014,M2009,ACCT100092,DST300136,2026-01-16 06:09:00,157469,103127,300000,55,200
T1014,M2001,ACCT100092,DST300091,2026-01-16 06:10:00,164558,103128,300000,55,200
T1014,M2009,ACCT100092,DST300198,2026-01-16 08:21:00,183818,104669,10000,0,200
T1014,M2007,ACCT100092,DST300005,2026-01-16 09:10:00,164151,103429,10000,0,200
T1014,M2006,ACCT100092,DST300010,2026-01-16 09:46:00,139604,103587,10000,0,200
T1014,M2006,ACCT100092,DST300196,2026-01-16 11:37:00,159471,103662,400000,0,200
T1014,M2000,ACCT100092,DST300049,2026-01-16 12:05:00,846052,103827,10000,0,200
T1014,M2014,ACCT100092,DST300191,2026-01-16 12:35:00,176571,104159,400000,0,200
T1005,M2006,ACCT100093,DST300191,2026-01-20 12:07:00,169154,100013,400000,0,200
T1005,M2000,ACCT100093,DST300098,2026-01-20 15:10:00,167261,100303,10000,0,200
T1005,M2000,ACCT100093,DST300155,2026-01-20 17:24:00,193935,100898,400000,0,200
T1005,M2012,ACCT100093,DST300037,2026-01-20 19:46:00,150408,100984,400000,0,200
T1005,M2017,ACCT100093,DST300141,2026-01-20 22:04:00,193204,101547,10000,0,200
T1005,M2006,ACCT100093,DST300104,2026-01-21 01:17:00,176536,101717,10000,0,200
T1005,M2004,ACCT100093,DST300037,2026-01-21 01:58:00,143157,101753,400000,0,200
T1005,M2003,ACCT100093,DST300104,2026-01-21 02:08:00,165473,101958,10000,0,200
T1005,M2000,ACCT100093,DST300007,2026-01-21 03:21:00,169181,102142,400000,0,200
T1005,M2014,ACCT100093,DST300178,2026-01-21 07:04:00,175168,102222,10000,0,200
T1005,M2014,ACCT100093,DST999999,2026-01-21 07:06:00,172635,102616,400000,0,200
T1005,M2005,ACCT100093,DST999999,2026-01-21 07:08:00,184003,102617,400000,0,200
T1005,M2012,ACCT100093,DST999999,2026-01-21 07:10:00,169699,102618,400000,0,200
T1005,M2011,ACCT100093,DST300096,2026-01-21 10:55:00,155396,102628,10000,0,200
T1005,M2002,ACCT100093,DST300176,2026-01-21 13:04:00,208463,103235,10000,51,200
T1005,M2006,ACCT100093,DST300179,2026-01-21 16:54:00,199223,103241,400000,68,200
T1005,M2002,ACCT100093,DST300021,2026-01-21 17:53:00,149214,103245,400000,0,200
T1005,M2002,ACCT100093,DST300021,2026-01-21 19:13:00,190548,103319,10000,0,200
