TERMINAL_ID,MERCHANT_ID,ACCOUNT_NUMBER,DEST_ACCOUNT_NUMBER,TIMESTAMP_DB,AMOUNT,STAN,PROCESSING_CODE,RESPONSE_CODE,MTI,IS_FRAUD
T1018,M2009,ACCT100068,DST300007,2026-01-19 07:01:00,114899,104665,010000,00,0200,0
T1018,M2010,ACCT100068,DST300154,2026-01-19 09:32:00,75429,100805,400000,00,0200,0
T1018,M2010,ACCT100068,DST300010,2026-01-19 09:33:00,155560,101096,010000,68,0200,0
T1018,M2012,ACCT100068,DST300060,2026-01-19 10:00:00,97797,101254,010000,00,0200,0
T1018,M2001,ACCT100068,DST300101,2026-01-19 12:46:00,143651,101256,010000,00,0200,0
T1018,M2008,ACCT100068,DST300124,2026-01-19 14:47:00,104899,101281,010000,00,0200,0
T1018,M2000,ACCT100068,DST300047,2026-01-19 14:55:00,107384,102353,400000,00,0200,0
T1018,M2004,ACCT100068,DST300157,2026-01-19 15:42:00,81902,102597,010000,00,0200,0
T1018,M2017,ACCT100068,DST300153,2026-01-19 16:22:00,101596,102716,400000,00,0200,0
T1018,M2003,ACCT100068,DST300110,2026-01-19 16:23:00,66816,102872,300000,55,0200,1
T1018,M2016,ACCT100068,DST300134,2026-01-19 16:24:00,84020,102873,300000,55,0200,1
T1018,M2008,ACCT100068,DST300022,2026-01-19 16:25:00,44322,102874,300000,55,0200,1
T1018,M2010,ACCT100068,DST300018,2026-01-19 16:26:00,93989,102875,300000,55,0200,1
T1019,M2004,ACCT100069,DST300078,2026-01-11 01:39:00,134551,103440,400000,00,0200,0
T1019,M2018,ACCT100069,DST300086,2026-01-11 01:59:00,150097,102336,400000,00,0200,0
T1019,M2013,ACCT100069,DST300013,2026-01-11 02:35:00,153549,102515,400000,00,0200,0
T1019,M2008,ACCT100069,DST300152,2026-01-11 05:19:00,119123,104632,400000,00,0200,0
T1019,M2010,ACCT100069,DST300100,2026-01-11 06:15:00,168922,100003,400000,00,0200,0
T1019,M2001,ACCT100069,DST300157,2026-01-11 06:17:00,96765,100076,010000,00,0200,0
T1019,M2013,ACCT100069,DST300061,2026-01-11 06:38:00,156910,100137,010000,00,0200,0
T1019,M2000,ACCT100069,DST300024,2026-01-11 08:05:00,128676,101195,400000,00,0200,0
T1019,M2016,ACCT100069,DST300009,2026-01-11 11:57:00,174478,101338,400000,00,0200,0
T1019,M2010,ACCT100069,DST300154,2026-01-11 12:34:00,171929,101688,010000,00,0200,0
T1019,M2017,ACCT100069,DST300188,2026-01-11 12:37:00,165443,102003,010000,00,0200,0
T1019,M2000,ACCT100069,DST300153,2026-01-11 12:51:00,140121,102278,010000,00,0200,0
T1007,M2005,ACCT100070,DST300138,2026-01-15 11:51:00,122686,100049,400000,51,0200,0
T1007,M2015,ACCT100070,DST300144,2026-01-15 13:23:00,138415,100280,400000,00,0200,0
T1007,M2004,ACCT100070,DST300010,2026-01-15 16:23:00,149647,100938,400000,00,0200,0
T1007,M2010,ACCT100070,DST300003,2026-01-15 18:35:00,80678,101072,400000,00,0200,0
T1007,M2010,ACCT100070,DST300049,2026-01-15 21:44:00,130949,101106,400000,00,0200,0
T1007,M2017,ACCT100070,DST300007,2026-01-16 01:09:00,121382,101937,400000,51,0200,0
T1007,M2003,ACCT100070,DST300193,2026-01-16 01:09:00,132751,103521,010000,68,0200,0
T1007,M2018,ACCT100070,DST300191,2026-01-16 01:37:00,118155,101993,010000,00,0200,0
T1007,M2000,ACCT100070,DST300067,2026-01-16 01:49:00,117148,102227,400000,00,0200,0
T1007,M2011,ACCT100070,DST300101,2026-01-16 02:40:00,93975,102192,400000,00,0200,0
T1007,M2000,ACCT100070,DST300015,2026-01-16 02:46:00,101092,103878,010000,00,0200,0
T1007,M2009,ACCT100070,DST300023,2026-01-16 03:45:00,146938,102196,400000,00,0200,0
T1007,M2011,ACCT100070,DST300187,2026-01-16 03:46:00,111918,104149,010000,00,0200,0
T1005,M2018,ACCT100070,DST300000,2026-01-16 03:49:00,139671,104520,010000,00,0200,1
T1007,M2014,ACCT100070,DST300107,2026-01-16 04:27:00,140982,102429,010000,00,0200,0
T1005,M2002,ACCT100070,DST300027,2026-01-16 07:21:00,121665,104745,010000,00,0200,0
T1007,M2008,ACCT100070,DST300001,2026-01-16 07:42:00,137687,102741,400000,68,0200,0
T1007,M2013,ACCT100070,DST300166,2026-01-16 09:16:00,103728,103489,010000,00,0200,0
T1022,M2014,ACCT100071,DST300139,2026-01-16 01:05:00,293580,100063,010000,00,0200,0
T1022,M2016,ACCT100071,DST300156,2026-01-16 03:00:00,339840,101103,400000,00,0200,0
T1022,M2005,ACCT100071,DST300101,2026-01-16 03:08:00,342082,102939,400000,68,0200,0
T1022,M2004,ACCT100071,DST300008,2026-01-16 03:48:00,335046,102960,010000,00,0200,0
T1022,M2018,ACCT100071,DST300027,2026-01-16 05:39:00,307015,101506,400000,00,0200,0
T1022,M2002,ACCT100071,DST300119,2026-01-16 05:52:00,353550,103103,010000,00,0200,0
T1022,M2016,ACCT100071,DST300011,2026-01-16 08:42:00,332843,101581,400000,00,0200,0
T1022,M2015,ACCT100071,DST300057,2026-01-16 09:45:00,324876,103460,400000,00,0200,0
T1022,M2017,ACCT100071,DST300062,2026-01-16 10:12:00,350977,101794,010000,00,0200,0
T1022,M2002,ACCT100071,DST300121,2026-01-16 10:15:00,368366,102266,010000,00,0200,0
T1022,M2013,ACCT100071,DST300108,2026-01-16 11:52:00,348388,104081,400000,00,0200,0
T1022,M2004,ACCT100071,DST300163,2026-01-16 12:15:00,298394,104209,400000,00,0200,0
T1022,M2001,ACCT100071,DST300138,2026-01-16 13:26:00,299949,102268,400000,00,0200,0
T1022,M2002,ACCT100071,DST300042,2026-01-16 14:37:00,327486,102635,010000,00,0200,0
T1022,M2001,ACCT100071,DST300011,2026-01-16 15:24:00,310927,104560,010000,00,0200,0
T1008,M2010,ACCT100072,DST300050,2026-01-01 02:51:00,304012,101880,010000,00,0200,0
T1008,M2018,ACCT100072,DST999999,2026-01-01 04:03:00,271388,100090,400000,00,0200,1
T1008,M2018,ACCT100072,DST999999,2026-01-01 04:05:00,273595,100091,400000,00,0200,1
T1008,M2004,ACCT100072,DST300047,2026-01-01 05:04:00,300008,102405,400000,00,0200,0
T1008,M2006,ACCT100072,DST300058,2026-01-01 05:33:00,293761,100256,010000,00,0200,0
T1008,M2007,ACCT100072,DST300038,2026-01-01 08:22:00,287072,100449,010000,00,0200,0
T1008,M2008,ACCT100072,DST300112,2026-01-01 08:48:00,250194,102710,010000,00,0200,0
T1008,M2011,ACCT100072,DST300145,2026-01-01 09:46:00,278590,102988,010000,00,0200,0
T1008,M2014,ACCT100072,DST300067,2026-01-01 10:25:00,273833,100946,400000,00,0200,0
T1008,M2004,ACCT100072,DST300021,2026-01-01 11:17:00,280415,101336,010000,00,0200,0
T1008,M2017,ACCT100072,DST300157,2026-01-01 12:57:00,279150,103171,010000,00,0200,0
T1008,M2008,ACCT100072,DST300172,2026-01-01 16:37:00,269664,103555,010000,00,0200,0
T1008,M2011,ACCT100072,DST300129,2026-01-01 16:39:00,296911,104165,010000,00,0200,0
T1008,M2010,ACCT100072,DST300179,2026-01-01 18:27:00,269823,104385,010000,00,0200,0
T1008,M2016,ACCT100072,DST300177,2026-01-01 21:35:00,272877,104695,400000,00,0200,0
T1010,M2002,ACCT100073,DST300163,2026-01-12 03:33:00,259513,102411,400000,00,0200,0
T1010,M2011,ACCT100073,DST300104,2026-01-12 05:06:00,267826,103040,010000,00,0200,0
T1010,M2005,ACCT100073,DST300063,2026-01-12 06:04:00,275296,101474,010000,00,0200,0
T1010,M2004,ACCT100073,DST300197,2026-01-12 06:12:00,230854,103159,400000,00,0200,0
T1010,M2007,ACCT100073,DST300051,2026-01-12 06:15:00,1849341,101615,010000,00,0200,1
T1010,M2015,ACCT100073,DST300020,2026-01-12 07:18:00,272871,102205,400000,00,0200,0
T1010,M2012,ACCT100073,DST300028,2026-01-12 09:58:00,243014,103201,400000,00,0200,0
T1010,M2003,ACCT100073,DST300158,2026-01-12 11:01:00,251010,103628,010000,00,0200,0
T1010,M2000,ACCT100073,DST300127,2026-01-12 11:45:00,261191,103827,010000,00,0200,0
T1010,M2010,ACCT100073,DST300146,2026-01-12 13:10:00,276372,104235,400000,00,0200,0
T1010,M2001,ACCT100073,DST300079,2026-01-12 14:44:00,251881,104448,010000,00,0200,0
T1010,M2018,ACCT100073,DST300193,2026-01-12 17:47:00,281419,104935,010000,00,0200,0
T1010,M2017,ACCT100073,DST300113,2026-01-12 18:30:00,319456,104962,400000,00,0200,0
T1022,M2009,ACCT100074,DST300170,2026-01-10 16:16:00,74778,100420,400000,68,0200,0
T1022,M2017,ACCT100074,DST300093,2026-01-10 18:08:00,91487,100804,400000,00,0200,0
T1022,M2010,ACCT100074,DST300043,2026-01-10 21:10:00,96326,101080,010000,00,0200,0
T1022,M2000,ACCT100074,DST300187,2026-01-10 21:29:00,80546,101434,010000,00,0200,0
T1022,M2006,ACCT100074,DST300074,2026-01-10 23:49:00,107416,101470,400000,00,0200,0
T1022,M2001,ACCT100074,DST300055,2026-01-11 00:51:00,104030,101810,010000,00,0200,0
T1022,M2014,ACCT100074,DST300198,2026-01-11 01:11:00,119269,102361,010000,00,0200,0
T1022,M2017,ACCT100074,DST300151,2026-01-11 02:23:00,74760,102023,010000,00,0200,0
T1022,M2005,ACCT100074,DST300047,2026-01-11 03:46:00,105980,102286,010000,00,0200,0
T1022,M2008,ACCT100074,DST300060,2026-01-11 03:55:00,82400,102427,400000,00,0200,0
T1022,M2011,ACCT100074,DST300042,2026-01-11 04:31:00,75945,103727,010000,00,0200,0
T1022,M2013,ACCT100074,DST300104,2026-01-11 06:35:00,109171,103856,400000,00,0200,0
T1022,M2002,ACCT100074,DST300035,2026-01-11 09:32:00,55933,104056,400000,00,0200,0
T1022,M2014,ACCT100074,DST300035,2026-01-11 10:06:00,108308,104654,400000,00,0200,0
T1022,M2003,ACCT100074,DST300196,2026-01-11 10:07:00,76929,104947,300000,55,0200,1
T1022,M2009,ACCT100074,DST300031,2026-01-11 10:08:00,60135,104948,300000,55,0200,1
T1017,M2005,ACCT100075,DST300041,2026-01-09 06:03:00,150647,100028,400000,00,0200,0
T1017,M2008,ACCT100075,DST300020,2026-01-09 06:28:00,114258,100347,400000,00,0200,0
T1017,M2002,ACCT100075,DST300130,2026-01-09 06:31:00,116709,101301,400000,00,0200,0
T1017,M2016,ACCT100075,DST300005,2026-01-09 10:16:00,163389,101325,010000,00,0200,0
T1017,M2003,ACCT100075,DST300132,2026-01-09 13:02:00,156957,101372,010000,00,0200,0
T1017,M2003,ACCT100075,DST300087,2026-01-09 16:57:00,142217,101825,400000,00,0200,0
T1017,M2006,ACCT100075,DST300122,2026-01-09 20:22:00,106115,101940,400000,00,0200,0
T1017,M2013,ACCT100075,DST300121,2026-01-09 22:54:00,119705,102079,400000,00,0200,0
T1017,M2008,ACCT100075,DST300073,2026-01-09 22:55:00,182191,102106,010000,00,0200,0
T1017,M2001,ACCT100075,DST300126,2026-01-09 23:04:00,138801,102244,400000,00,0200,0
T1017,M2019,ACCT100075,DST300192,2026-01-10 01:06:00,99078,102799,400000,00,0200,0
T1017,M2006,ACCT100075,DST300118,2026-01-10 01:44:00,141937,103383,010000,51,0200,0
T1017,M2000,ACCT100075,DST300157,2026-01-10 01:53:00,137797,103978,010000,00,0200,0
T1017,M2016,ACCT100075,DST300061,2026-01-10 04:54:00,124414,104571,010000,00,0200,0
T1021,M2008,ACCT100076,DST300074,2026-01-03 01:52:00,284802,100772,010000,00,0200,0
T1021,M2013,ACCT100076,DST300099,2026-01-03 02:49:00,297118,101666,010000,00,0200,0
T1021,M2002,ACCT100076,DST300072,2026-01-03 05:56:00,319715,101756,010000,00,0200,0
T1021,M2006,ACCT100076,DST300127,2026-01-03 06:44:00,286571,102193,010000,00,0200,0
T1021,M2019,ACCT100076,DST300098,2026-01-03 06:46:00,319243,102977,010000,00,0200,0
T1021,M2005,ACCT100076,DST300003,2026-01-03 07:03:00,289500,103034,400000,00,0200,0
T1021,M2003,ACCT100076,DST300082,2026-01-03 10:54:00,269325,103613,010000,51,0200,0
T1021,M2001,ACCT100076,DST300187,2026-01-03 11:21:00,260796,100299,010000,00,0200,0
T1021,M2009,ACCT100076,DST300065,2026-01-03 12:17:00,325738,103974,010000,51,0200,0
T1021,M2007,ACCT100076,DST300138,2026-01-03 14:32:00,297226,104202,400000,00,0200,0
T1021,M2010,ACCT100076,DST300108,2026-01-03 14:54:00,1456813,104339,010000,00,0200,1
T1021,M2011,ACCT100076,DST300044,2026-01-03 16:13:00,309499,104821,400000,68,0200,0
T1022,M2006,ACCT100077,DST300070,2026-01-05 01:14:00,243635,103305,010000,00,0200,0
T1022,M2014,ACCT100077,DST300112,2026-01-05 04:45:00,249881,102063,010000,00,0200,0
T1022,M2016,ACCT100077,DST300112,2026-01-05 04:50:00,207253,103306,400000,00,0200,0
T1022,M2009,ACCT100077,DST300117,2026-01-05 06:44:00,244851,102407,010000,00,0200,0
T1022,M2017,ACCT100077,DST300129,2026-01-05 08:38:00,203157,103643,400000,00,0200,0
T1022,M2004,ACCT100077,DST300009,2026-01-05 09:37:00,285677,104305,010000,00,0200,0
T1021,M2013,ACCT100077,DST300148,2026-01-05 10:36:00,295171,100188,010000,00,0200,0
T1022,M2009,ACCT100077,DST300038,2026-01-05 10:44:00,275326,102775,010000,00,0200,0
T1022,M2016,ACCT100077,DST300167,2026-01-05 11:23:00,205386,104306,010000,00,0200,0
T1022,M2002,ACCT100077,DST300057,2026-01-05 11:24:00,236976,104327,400000,00,0200,0
T1022,M2001,ACCT100077,DST300167,2026-01-05 12:05:00,253523,104887,010000,00,0200,0
T1022,M2000,ACCT100077,DST300035,2026-01-05 13:07:00,207540,102942,010000,00,0200,0
T1022,M2010,ACCT100077,DST300091,2026-01-05 13:08:00,236007,103226,010000,00,0200,0
T1021,M2005,ACCT100077,DST300084,2026-01-05 13:45:00,222011,100876,010000,00,0200,0
T1022,M2012,ACCT100077,DST300192,2026-01-05 15:42:00,235568,103256,400000,00,0200,0
T1021,M2010,ACCT100077,DST300017,2026-01-05 16:32:00,270586,100923,400000,00,0200,0
T1021,M2007,ACCT100077,DST300134,2026-01-05 18:26:00,209491,101173,010000,00,0200,0
T1021,M2018,ACCT100077,DST300031,2026-01-05 18:29:00,219716,101449,010000,00,0200,0
T1022,M2000,ACCT100077,DST300048,2026-01-05 18:34:00,205280,101721,010000,00,0200,1
T1009,M2000,ACCT100078,DST300040,2026-01-18 02:57:00,257353,100769,400000,00,0200,0
T1009,M2005,ACCT100078,DST300028,2026-01-18 05:05:00,284367,101224,010000,00,0200,0
T1009,M2007,ACCT100078,DST300051,2026-01-18 06:25:00,278745,102528,010000,00,0200,0
T1009,M2001,ACCT100078,DST300019,2026-01-18 07:46:00,319532,102777,010000,00,0200,0
T1009,M2012,ACCT100078,DST300034,2026-01-18 09:22:00,239990,102897,010000,00,0200,0
T1009,M2001,ACCT100078,DST300096,2026-01-18 12:27:00,242038,102991,010000,00,0200,0
T1009,M2012,ACCT100078,DST300118,2026-01-18 14:59:00,257478,103101,400000,00,0200,0
T1009,M2010,ACCT100078,DST300195,2026-01-18 18:27:00,327680,103800,400000,00,0200,0
T1009,M2016,ACCT100078,DST300164,2026-01-18 19:09:00,279749,100473,010000,00,0200,0
T1009,M2000,ACCT100078,DST300132,2026-01-18 19:23:00,313570,103903,010000,00,0200,0
T1009,M2002,ACCT100078,DST300146,2026-01-18 20:28:00,306226,104358,400000,00,0200,0
T1005,M2004,ACCT100079,DST300069,2026-01-15 08:17:00,81924,100403,400000,00,0200,0
T1005,M2019,ACCT100079,DST300156,2026-01-15 09:31:00,88036,100554,010000,00,0200,0
T1005,M2010,ACCT100079,DST300161,2026-01-15 12:55:00,57479,100759,010000,00,0200,0
T1005,M2011,ACCT100079,DST300002,2026-01-15 14:59:00,67808,101700,400000,00,0200,0
T1005,M2001,ACCT100079,DST300154,2026-01-15 18:59:00,76419,102166,400000,00,0200,0
T1005,M2008,ACCT100079,DST300190,2026-01-15 19:01:00,65700,102304,010000,00,0200,0
T1005,M2002,ACCT100079,DST300069,2026-01-15 21:30:00,81736,102309,010000,00,0200,0
T1005,M2011,ACCT100079,DST300048,2026-01-15 23:48:00,50297,102360,010000,00,0200,0
T1005,M2014,ACCT100079,DST300128,2026-01-16 01:06:00,109023,103006,010000,00,0200,0
T1005,M2007,ACCT100079,DST300104,2026-01-16 01:07:00,97638,103181,300000,55,0200,1
T1005,M2011,ACCT100079,DST300004,2026-01-16 01:08:00,101294,103182,300000,55,0200,1
T1005,M2010,ACCT100079,DST300114,2026-01-16 01:26:00,52365,103611,400000,68,0200,0
T1005,M2018,ACCT100079,DST300196,2026-01-16 01:55:00,103793,102923,010000,00,0200,0
T1005,M2016,ACCT100079,DST300073,2026-01-16 04:27:00,62434,103710,010000,00,0200,0
T1005,M2006,ACCT100079,DST300064,2026-01-16 08:25:00,105940,103806,400000,68,0200,0
T1005,M2011,ACCT100079,DST300120,2026-01-16 10:05:00,80968,104412,400000,00,0200,0
T1009,M2017,ACCT100080,DST300180,2026-01-08 07:03:00,197115,100031,400000,00,0200,0
T1009,M2002,ACCT100080,DST300176,2026-01-08 09:05:00,222489,100278,400000,00,0200,0
T1009,M2000,ACCT100080,DST300064,2026-01-08 10:14:00,212174,100709,400000,00,0200,0
T1009,M2016,ACCT100080,DST300153,2026-01-08 11:12:00,219306,100817,010000,00,0200,0
T1009,M2011,ACCT100080,DST300122,2026-01-08 12:45:00,237902,100977,010000,00,0200,0
T1009,M2012,ACCT100080,DST300059,2026-01-08 16:06:00,177655,101248,010000,00,0200,0
T1009,M2006,ACCT100080,DST300010,2026-01-08 16:44:00,209922,101809,010000,00,0200,0
T1009,M2003,ACCT100080,DST300014,2026-01-08 18:03:00,229655,101904,010000,00,0200,0
T1009,M2004,ACCT100080,DST300043,2026-01-08 21:03:00,218805,102320,010000,00,0200,0
T1009,M2017,ACCT100080,DST300069,2026-01-08 21:05:00,162192,102774,010000,00,0200,0
T1009,M2012,ACCT100080,DST300007,2026-01-08 21:18:00,218402,102990,400000,00,0200,0
T1009,M2001,ACCT100080,DST300065,2026-01-08 23:20:00,237188,103214,400000,00,0200,0
T1009,M2002,ACCT100080,DST300031,2026-01-09 01:00:00,211590,103257,400000,00,0200,0
T1009,M2000,ACCT100080,DST300054,2026-01-09 02:21:00,205430,103309,400000,00,0200,0
T1009,M2013,ACCT100080,DST300105,2026-01-09 02:45:00,220661,103411,400000,00,0200,0
T1009,M2013,ACCT100080,DST300113,2026-01-09 05:25:00,202469,103648,400000,00,0200,0
T1009,M2001,ACCT100080,DST300167,2026-01-09 05:58:00,200171,104519,400000,00,0200,0
T1009,M2016,ACCT100080,DST300074,2026-01-09 06:38:00,197647,104648,010000,00,0200,0
T1003,M2007,ACCT100081,DST300091,2026-01-08 02:49:00,20000,102271,010000,00,0200,0
T1003,M2005,ACCT100081,DST300170,2026-01-08 05:45:00,53631,102310,010000,00,0200,0
T1007,M2007,ACCT100081,DST300101,2026-01-08 05:47:00,65057,102646,010000,00,0200,1
T1003,M2009,ACCT100081,DST300109,2026-01-08 06:34:00,64760,101050,010000,00,0200,0
T1007,M2005,ACCT100081,DST300157,2026-01-08 07:43:00,73205,102912,010000,51,0200,0
T1007,M2013,ACCT100081,DST300192,2026-01-08 07:50:00,369062,103122,010000,00,0200,1
T1007,M2011,ACCT100081,DST300040,2026-01-08 10:29:00,88824,103332,400000,00,0200,0
T1007,M2014,ACCT100081,DST300071,2026-01-08 10:42:00,33644,103454,400000,00,0200,0
T1007,M2011,ACCT100081,DST300141,2026-01-08 13:35:00,58990,103721,400000,00,0200,0
T1007,M2003,ACCT100081,DST300195,2026-01-08 16:56:00,45941,104182,010000,00,0200,0
T1007,M2015,ACCT100081,DST300054,2026-01-08 17:45:00,32135,104473,010000,00,0200,0
T1007,M2004,ACCT100081,DST300094,2026-01-08 20:45:00,64196,104716,010000,00,0200,0
T1021,M2001,ACCT100082,DST300130,2026-01-08 09:27:00,94244,100792,400000,00,0200,0
T1021,M2005,ACCT100082,DST300097,2026-01-08 10:14:00,105591,101182,400000,00,0200,0
T1021,M2018,ACCT100082,DST300058,2026-01-08 12:33:00,119019,101405,010000,68,0200,0
T1021,M2008,ACCT100082,DST300101,2026-01-08 15:49:00,74151,101490,400000,00,0200,0
T1021,M2012,ACCT100082,DST300007,2026-01-08 19:18:00,73496,102005,010000,00,0200,0
T1021,M2005,ACCT100082,DST300083,2026-01-08 19:53:00,59809,102031,400000,00,0200,0
T1021,M2003,ACCT100082,DST300034,2026-01-08 21:58:00,92033,102517,400000,00,0200,0
T1021,M2006,ACCT100082,DST300128,2026-01-08 22:13:00,58430,102878,010000,00,0200,0
T1021,M2014,ACCT100082,DST300129,2026-01-09 00:13:00,57170,102957,010000,00,0200,0
T1021,M2009,ACCT100082,DST300137,2026-01-09 03:29:00,94696,103193,010000,00,0200,0
T1021,M2016,ACCT100082,DST300079,2026-01-09 05:22:00,55047,103228,010000,68,0200,0
T1021,M2011,ACCT100082,DST300011,2026-01-09 09:22:00,135762,103565,010000,00,0200,0
T1021,M2006,ACCT100082,DST300079,2026-01-09 09:23:00,98034,104005,010000,00,0200,0
T1021,M2004,ACCT100082,DST300088,2026-01-09 13:04:00,104646,104516,010000,00,0200,0
T1021,M2011,ACCT100082,DST300143,2026-01-09 16:53:00,88609,104578,010000,00,0200,0
T1021,M2013,ACCT100082,DST300128,2026-01-09 19:49:00,84185,104929,400000,00,0200,0
T1012,M2016,ACCT100083,DST300197,2026-01-10 01:48:00,233145,102794,400000,00,0200,0
T1012,M2002,ACCT100083,DST300052,2026-01-10 02:13:00,222529,102841,010000,00,0200,0
T1012,M2012,ACCT100083,DST300000,2026-01-10 04:46:00,191978,103474,400000,00,0200,0
T1012,M2018,ACCT100083,DST300002,2026-01-10 04:48:00,203384,103567,010000,00,0200,0
T1012,M2000,ACCT100083,DST300085,2026-01-10 05:50:00,239281,103819,400000,00,0200,0
T1012,M2016,ACCT100083,DST300023,2026-01-10 05:51:00,224951,104082,300000,55,0200,1
T1012,M2005,ACCT100083,DST300170,2026-01-10 05:52:00,199399,104083,300000,55,0200,1
T1012,M2010,ACCT100083,DST300031,2026-01-10 16:21:00,243115,100944,400000,00,0200,0
T1012,M2001,ACCT100083,DST300098,2026-01-10 18:56:00,237642,101271,010000,00,0200,0
T1012,M2015,ACCT100083,DST300125,2026-01-10 19:30:00,227465,101304,400000,00,0200,0
T1012,M2014,ACCT100083,DST300089,2026-01-10 20:58:00,214375,101623,010000,00,0200,0
T1012,M2004,ACCT100083,DST300081,2026-01-10 21:19:00,193250,102439,400000,00,0200,0
T1012,M2016,ACCT100083,DST300096,2026-01-10 23:22:00,224818,102458,010000,00,0200,0
T1019,M2007,ACCT100084,DST300133,2026-01-20 01:11:00,193912,101287,400000,00,0200,0
T1019,M2001,ACCT100084,DST300066,2026-01-20 04:23:00,255944,101910,010000,00,0200,0
T1019,M2015,ACCT100084,DST300164,2026-01-20 08:15:00,247458,102372,010000,00,0200,0
T1019,M2011,ACCT100084,DST300188,2026-01-20 08:16:00,204954,102714,010000,00,0200,0
T1019,M2000,ACCT100084,DST300119,2026-01-20 09:01:00,220584,103473,010000,00,0200,0
T1019,M2011,ACCT100084,DST300147,2026-01-20 11:32:00,201085,100430,010000,00,0200,0
T1019,M2018,ACCT100084,DST300132,2026-01-20 12:04:00,241055,103577,400000,00,0200,0
T1019,M2000,ACCT100084,DST300051,2026-01-20 12:55:00,221171,103845,400000,00,0200,0
T1019,M2004,ACCT100084,DST300166,2026-01-20 13:04:00,252056,100590,010000,00,0200,0
T1019,M2018,ACCT100084,DST300022,2026-01-20 13:05:00,232376,100630,400000,00,0200,0
T1019,M2007,ACCT100084,DST300189,2026-01-20 13:43:00,247545,101152,400000,00,0200,0
T1019,M2004,ACCT100084,DST300153,2026-01-20 14:02:00,242905,104281,010000,00,0200,0
T1019,M2000,ACCT100084,DST300131,2026-01-20 15:03:00,249638,104541,010000,00,0200,0
T1019,M2016,ACCT100084,DST300023,2026-01-20 16:49:00,229267,104624,010000,00,0200,0
T1016,M2018,ACCT100085,DST300150,2026-01-18 11:41:00,225496,100190,010000,00,0200,0
T1016,M2000,ACCT100085,DST300148,2026-01-18 14:09:00,206266,100440,400000,00,0200,0
T1016,M2009,ACCT100085,DST300052,2026-01-18 16:34:00,230016,100550,010000,00,0200,0
T1016,M2001,ACCT100085,DST300089,2026-01-18 17:42:00,231570,101837,010000,00,0200,0
T1016,M2011,ACCT100085,DST300021,2026-01-18 17:55:00,169972,102093,010000,00,0200,0
T1016,M2005,ACCT100085,DST300012,2026-01-18 18:10:00,218670,102675,400000,00,0200,0
T1016,M2015,ACCT100085,DST300026,2026-01-18 18:34:00,211778,102735,010000,00,0200,0
T1016,M2007,ACCT100085,DST300003,2026-01-18 20:46:00,214828,102815,400000,00,0200,0
T1016,M2011,ACCT100085,DST300093,2026-01-18 20:58:00,161968,102970,010000,00,0200,0
T1016,M2009,ACCT100085,DST300043,2026-01-19 00:36:00,190173,103561,010000,00,0200,0
T1016,M2016,ACCT100085,DST300147,2026-01-19 01:40:00,214298,104050,400000,00,0200,0
T1016,M2018,ACCT100085,DST300010,2026-01-19 03:59:00,190142,104490,010000,68,0200,0
T1016,M2019,ACCT100085,DST300004,2026-01-19 05:16:00,192603,104834,010000,00,0200,0
T1025,M2002,ACCT100086,DST300094,2026-01-04 02:02:00,257906,100714,010000,00,0200,0
T1025,M2009,ACCT100086,DST300054,2026-01-04 02:22:00,257149,102073,400000,00,0200,0
T1025,M2019,ACCT100086,DST300173,2026-01-04 04:41:00,301232,101429,400000,00,0200,0
T1025,M2003,ACCT100086,DST300011,2026-01-04 04:45:00,258322,102612,400000,00,0200,0
T1025,M2005,ACCT100086,DST300122,2026-01-04 07:31:00,223346,101642,400000,00,0200,0
T1025,M2012,ACCT100086,DST300041,2026-01-04 07:34:00,238019,101667,010000,00,0200,0
T1025,M2007,ACCT100086,DST300063,2026-01-04 08:33:00,239445,101841,400000,00,0200,0
T1025,M2008,ACCT100086,DST300125,2026-01-04 08:34:00,258031,103132,010000,00,0200,0
T1025,M2017,ACCT100086,DST300052,2026-01-04 10:39:00,243410,102020,010000,00,0200,0
T1025,M2001,ACCT100086,DST300178,2026-01-04 11:27:00,266942,103568,010000,00,0200,0
T1025,M2009,ACCT100086,DST300059,2026-01-04 11:51:00,299441,103723,010000,00,0200,0
T1025,M2017,ACCT100086,DST300048,2026-01-04 15:22:00,259057,104882,400000,00,0200,0
T1010,M2012,ACCT100087,DST300158,2026-01-03 18:13:00,242692,100711,010000,00,0200,0
T1010,M2004,ACCT100087,DST300130,2026-01-03 20:34:00,295002,100992,010000,68,0200,0
T1010,M2014,ACCT100087,DST300145,2026-01-04 00:15:00,235541,101000,010000,00,0200,0
T1018,M2016,ACCT100087,DST300111,2026-01-04 00:20:00,271817,101421,010000,00,0200,1
T1018,M2018,ACCT100087,DST300010,2026-01-04 01:57:00,239476,103141,010000,00,0200,0
T1018,M2004,ACCT100087,DST300010,2026-01-04 03:18:00,278843,103350,010000,00,0200,0
T1018,M2006,ACCT100087,DST300036,2026-01-04 04:19:00,229538,101483,400000,00,0200,0
T1018,M2007,ACCT100087,DST300024,2026-01-04 04:31:00,221714,101757,010000,00,0200,0
T1018,M2003,ACCT100087,DST300132,2026-01-04 05:36:00,231525,103777,400000,00,0200,0
T1018,M2000,ACCT100087,DST300070,2026-01-04 07:20:00,251471,101817,400000,00,0200,0
T1018,M2007,ACCT100087,DST300076,2026-01-04 07:37:00,260489,101864,400000,00,0200,0
